act_dem_res_count_max,act_dem_res_count_mean,act_dem_res_count_min,act_dem_res_count_ratio,act_dem_res_count_stddev,act_dem_res_count_variance,act_dem_units_max,act_dem_units_mean,act_dem_units_min,act_dem_units_ratio,act_dem_units_stddev,act_dem_units_variance,act_durations_for_res_max,act_durations_for_res_mean,act_durations_for_res_min,act_durations_for_res_ratio,act_durations_for_res_stddev,act_durations_for_res_variance,act_durations_max,act_durations_mean,act_durations_min,act_durations_ratio,act_durations_stddev,act_durations_variance,acts_per_res_max,acts_per_res_mean,acts_per_res_min,acts_per_res_ratio,acts_per_res_stddev,acts_per_res_variance,avgBranch,avgCap,avgDur,avgResESS,avgResSGSzmax,avgTotalCap,cap_job_ratio,cap_stats_max,cap_stats_mean,cap_stats_min,cap_stats_ratio,cap_stats_stddev,cap_stats_variance,cmax,cmaxBalanced,cmaxSGS,maxCap,minCap,nc,njobs,njobsOCESS,njobsOCSGSzmax,nperiods,nperiodsOCESS,nperiodsOCSGSzmax,nres,numBinaryVars_KopCt1,numBinaryVars_KopDt2,numConstraintsKopCt1,numConstraintsKopDt2,numContinuousVarsKopCt1,numContinuousVarsKopDt2,os,prec_per_act_max,prec_per_act_mean,prec_per_act_min,prec_per_act_ratio,prec_per_act_stddev,prec_per_act_variance,predcount_per_act_max,predcount_per_act_mean,predcount_per_act_min,predcount_per_act_ratio,predcount_per_act_stddev,predcount_per_act_variance,rc,rc0,rc1,rc2,rc3,res_job_ratio,res_util_ratio_max,res_util_ratio_mean,res_util_ratio_min,res_util_ratio_ratio,res_util_ratio_stddev,res_util_ratio_variance,revSlope,revWidth,rf,rs,rs0,rs1,rs2,rs3,succcount_per_act_max,succcount_per_act_mean,succcount_per_act_min,succcount_per_act_ratio,succcount_per_act_stddev,succcount_per_act_variance,tmax,tmin,tminBalanced,tminSGS,total_capacity,best_model
4,2.84375,0,0,1.0809,1.16835,33,16.125,0,0,7.97476,63.5968,126,117.25,110,0.873016,7.97392,63.5833,10,4.96875,0,0,3.06367,9.38609,23,22.75,22,0.956522,0.5,0.25,68,26.5,4.96875,22.4203,22.4203,39.75,3.3125,34,26.5,22,0.647059,5.25991,27.6667,0,0,0,34,22,2.125,32,0,0,160,0,0,4,620,203646,1548,4146,62,1,0.679435,6,4.25,3,0.5,0.762001,0.580645,3,2.125,0,0,0.975506,0.951613,0.221427,0.243007,0.149616,0.264822,0.228261,0.125,6.09091,5.03206,3.44118,0.564969,1.29977,1.68941,0,0,0.710938,1,1,1,1,1,3,2.125,0,0,0.906962,0.822581,64,64,64,64,106,1
4,1.90625,0,0,1.02735,1.05544,32,8.71875,0,0,6.58069,43.3054,91,83.5,69,0.758242,9.84886,97,9,5.1875,0,0,2.66927,7.125,17,15.25,11,0.647059,2.87228,8.25,48,26.25,5.1875,24.1482,24.1482,39,3.28125,31,26.25,20,0.645161,4.85627,23.5833,0,0,0,31,20,1.5,32,0,0,167,0,0,4,944,266015,2004,5180,62,1,0.358871,4,3,2,0.5,0.879883,0.774194,3,1.5,0,0,0.879883,0.774194,0.180451,0.190588,0.220588,0.135081,0.175549,0.125,3.75,2.77058,1.93103,0.514943,1.13049,1.27801,0,0,0.476562,1,1,1,1,1,3,1.5,0,0,0.842423,0.709677,39,39,39,39,105,1
4,1.90625,0,0,0.962503,0.926411,23,9.8125,0,0,5.86646,34.4153,111,99.75,89,0.801802,8.99537,80.9167,10,6.1875,0,0,3.60499,12.996,16,15.25,15,0.9375,0.5,0.25,68,12,6.1875,9.60176,9.55653,18,1.5,12,12,12,1,0,0,142.5,32,124.5,12,12,2.125,32,24,25,199,41,41,4,420,287898,1176,5703,62,1,0.635081,6,4.25,3,0.5,0.718421,0.516129,3,2.125,0,0,0.975506,0.951613,0.427951,0.377778,0.461111,0.489583,0.383333,0.125,7.83333,6.54167,5.66667,0.723404,1.32375,1.75231,4.07143,35,0.476562,0.204915,0.230769,0.166667,0.2,0.222222,3,2.125,0,0,0.906962,0.822581,94,59,83,61,48,0
1,0.9375,0,0,0.245935,0.060484,10,4.75,0,0,3.11086,9.67742,92,52.5,25,0.271739,28.243,797.667,10,6.5625,0,0,2.98315,8.89919,12,7.5,3,0.25,3.69685,13.6667,58,10.75,6.5625,9.46209,9.46209,16,1.34375,12,10.75,8,0.666667,1.89297,3.58333,5.5,5.5,5.5,12,8,1.8125,32,12,12,211,11,11,4,200,287038,841,5733,62,1,0.558468,5,3.625,2,0.4,0.707107,0.5,3,1.8125,0,0,0.931094,0.866935,0.51806,0.395833,0.791667,0.464286,0.420455,0.125,4.75,3.43466,2.375,0.5,0.958421,0.918571,0.6875,8,0.234375,0.729167,0.75,1,0.666667,0.5,3,1.8125,0,0,0.820602,0.673387,91,83,83,83,43,0
3,1.90625,0,0,0.856074,0.732863,20,11.0938,0,0,5.64749,31.8942,97,83.75,56,0.57732,18.7328,350.917,10,5.28125,0,0,3.23523,10.4667,17,15.25,13,0.764706,2.06155,4.25,68,16,5.28125,13.1882,13.1882,23.75,2,17,16,15,0.882353,0.816497,0.666667,19,20,19,17,15,2.125,32,15,15,170,7,7,4,478,227370,1292,4580,62,1,0.655242,6,4.25,2,0.333333,0.842423,0.709677,3,2.125,0,0,0.975506,0.951613,0.359389,0.377163,0.358974,0.308036,0.393382,0.125,6.6875,5.51961,4.3125,0.64486,1.30128,1.69332,0.678571,28,0.476562,0.511364,0.5,0.5,0.545455,0.5,3,2.125,0,0,0.906962,0.822581,91,63,63,63,64,1
1,0.9375,0,0,0.245935,0.060484,10,5.5625,0,0,3.20219,10.254,78,46,7,0.089744,30.2765,916.667,10,5.75,0,0,3.31176,10.9677,13,7.5,2,0.153846,4.50925,20.3333,48,11,5.75,9.65946,9.53108,16,1.375,15,11,7,0.466667,3.26599,10.6667,103,42.5,55.5,15,7,1.5,32,25,25,185,37,34,4,298,278755,971,5470,62,1,0.409274,4,3,2,0.5,0.915811,0.83871,3,1.5,0,0,0.879883,0.774194,0.570355,0.857143,0.5,0.493506,0.430769,0.125,5.6,3.69221,1.71429,0.306122,1.78253,3.1774,5.72222,18,0.234375,0.39127,1,0.222222,0.142857,0.2,3,1.5,0,0,0.879883,0.774194,73,55,55,55,44,0
4,2.84375,0,0,1.05063,1.10383,27,14.4062,0,0,6.92289,47.9264,158,132.5,114,0.721519,20.1412,405.667,10,5.4375,0,0,3.25217,10.5766,27,22.75,20,0.740741,3.0957,9.58333,68,18.25,5.4375,14.55,14.55,27.25,2.28125,22,18.25,14,0.636364,3.5,12.25,60,21.5,60,22,14,2.125,32,20,20,175,15,15,4,710,237219,1682,4764,62,1,0.639113,6,4.25,3,0.5,0.762001,0.580645,3,2.125,0,0,0.975506,0.951613,0.274927,0.260504,0.263975,0.3025,0.272727,0.125,7.36364,6.23891,5.47059,0.742919,0.861843,0.742773,10,6,0.710938,0.520347,0.533333,0.5,0.526316,0.521739,3,2.125,0,0,1.03954,1.08065,71,65,67,65,73,0
4,2.84375,0,0,1.0809,1.16835,29,15.375,0,0,7.19655,51.7903,146,124.25,93,0.636986,22.8528,522.25,10,5.34375,0,0,3.03325,9.2006,25,22.75,19,0.76,2.62996,6.91667,58,31,5.34375,27.1235,27.1235,46.25,3.875,37,31,24,0.648649,6.0553,36.6667,0,0,0,37,24,1.8125,32,0,0,172,0,0,4,980,248780,2088,4930,62,1,0.502016,5,3.625,2,0.4,0.870669,0.758065,3,1.8125,0,0,0.931094,0.866935,0.177925,0.187888,0.149189,0.161905,0.212719,0.125,4.32143,3.99464,3.72973,0.863078,0.812128,0.659552,0,0,0.710938,1,1,1,1,1,3,1.8125,0,0,0.895779,0.802419,53,53,53,53,124,0
1,0.9375,0,0,0.245935,0.060484,10,5.5,0,0,3.34085,11.1613,50,42.25,32,0.64,7.58837,57.5833,10,5.28125,0,0,2.81968,7.9506,9,7.5,6,0.666667,1.29099,1.66667,68,13.75,5.28125,12.2441,12.2441,20.5,1.71875,20,13.75,8,0.4,5.67891,32.25,0,0,0,20,8,2.125,32,0,0,170,0,0,4,156,236093,783,4723,62,1,0.620968,6,4.25,3,0.5,0.762001,0.580645,3,2.125,0,0,0.975506,0.951613,0.464452,0.666667,0.316667,0.436975,0.4375,0.125,4,3.35221,2.85,0.7125,0.912176,0.832065,0,0,0.234375,1,1,1,1,1,3,2.125,0,0,0.906962,0.822581,59,59,59,59,55,0
1,0.9375,0,0,0.245935,0.060484,10,4.84375,0,0,2.93048,8.5877,76,43.75,28,0.368421,21.7926,474.917,10,5.46875,0,0,3.2427,10.5151,12,7.5,5,0.416667,3.31662,11,48,13,5.46875,11.8324,11.8324,19.25,1.625,14,13,12,0.857143,0.816497,0.666667,15.5,11.5,15.5,14,12,1.5,32,19,19,176,10,10,4,290,274398,979,5358,62,1,0.375,4,3,2,0.5,0.842423,0.709677,3,1.5,0,0,0.803219,0.645161,0.419311,0.4375,0.301282,0.538462,0.4,0.125,3.61538,2.95192,2,0.553191,0.778233,0.605646,15.5,1,0.234375,0.549603,0.571429,0.555556,0.571429,0.5,3,1.5,0,0,0.842423,0.709677,44,43,43,43,52,0
1,0.9375,0,0,0.245935,0.060484,10,5.53125,0,0,3.28225,10.7732,53,35.75,5,0.09434,22.2017,492.917,10,4.46875,0,0,2.69987,7.28931,11,7.5,2,0.181818,4.04145,16.3333,68,12,4.46875,10.5903,10.5903,17.5,1.5,15,12,7,0.466667,3.4641,12,7.5,7.5,7.5,15,7,2.125,32,9,9,144,5,5,4,150,206033,769,4113,62,1,0.655242,6,4.25,3,0.5,0.879883,0.774194,3,2.125,0,0,0.941858,0.887097,0.521562,0.785714,0.380952,0.423077,0.496504,0.125,5.46154,3.4826,1.57143,0.287726,1.90889,3.64387,3.75,2,0.234375,0.663889,1,0.555556,0.6,0.5,3,2.125,0,0,0.975506,0.951613,44,42,42,42,48,0
4,3.75,0,0,0.983739,0.967742,31,20.0625,0,0,7.17944,51.5444,148,148,148,1,0,0,10,4.625,0,0,2.85962,8.17742,30,30,30,1,0,0,48,29,4.625,23.8574,23.8574,43.25,3.625,31,29,25,0.806452,2.70801,7.33333,41.5,23.5,41.5,31,25,1.5,32,15,15,149,11,11,4,1116,220274,2321,4349,62,1,0.4375,5,3,2,0.4,0.803219,0.645161,3,1.5,0,0,0.718421,0.516129,0.186384,0.177778,0.157778,0.229333,0.180645,0.125,6.88,5.59151,4.73333,0.687984,1.06451,1.13317,13.8333,3,0.9375,0.69644,0.689655,0.714286,0.681818,0.7,3,1.5,0,0,0.842423,0.709677,50,47,47,47,116,1
1,0.9375,0,0,0.245935,0.060484,10,4.8125,0,0,2.95599,8.7379,53,35.75,15,0.283019,15.9034,252.917,9,4.46875,0,0,2.86226,8.19254,10,7.5,4,0.4,2.51661,6.33333,48,15.5,4.46875,14.1406,14.1406,23,1.9375,18,15.5,12,0.666667,2.64575,7,12.5,12.5,12.5,18,12,1.5,32,16,16,144,9,9,4,302,219270,1007,4310,62,1,0.40121,5,3,2,0.4,0.842423,0.709677,3,1.5,0,0,0.803219,0.645161,0.326818,0.354167,0.341667,0.305556,0.305882,0.125,3.05882,2.41332,1.41667,0.463141,0.945749,0.894441,12.5,1,0.234375,0.708333,0.75,0.75,0.666667,0.666667,3,1.5,0,0,0.803219,0.645161,40,39,39,39,62,0
4,3.75,0,0,0.983739,0.967742,36,20.5,0,0,7.79992,60.8387,143,143,143,1,0,0,10,4.46875,0,0,2.43608,5.93448,30,30,30,1,0,0,48,29.25,4.46875,24.6944,24.5312,43.75,3.65625,33,29.25,26,0.787879,2.98608,8.91667,194,60,147,33,26,1.5,32,24,25,144,15,17,4,1216,226224,2471,4424,62,1,0.387097,4,3,2,0.5,0.803219,0.645161,3,1.5,0,0,0.842423,0.709677,0.186267,0.194444,0.183333,0.174359,0.192929,0.125,5.83333,5.588,5.23077,0.896703,0.678959,0.460985,48.5,4,0.9375,0.513587,0.512821,0.514286,0.516129,0.511111,3,1.5,0,0,0.803219,0.645161,38,34,34,34,117,1
1,0.9375,0,0,0.245935,0.060484,10,5.25,0,0,3.36011,11.2903,52,37.25,26,0.5,12.4197,154.25,10,4.65625,0,0,2.93598,8.61996,11,7.5,5,0.454545,2.64575,7,68,13.75,4.65625,12.32,12.32,20.5,1.71875,16,13.75,10,0.625,2.62996,6.91667,4,4,4,16,10,2.125,32,9,9,150,5,5,4,158,200052,785,4042,62,1,0.618952,6,4.25,3,0.5,0.762001,0.580645,3,2.125,0,0,0.975506,0.951613,0.406899,0.433333,0.325,0.402597,0.466667,0.125,4.42857,3.08006,1.625,0.366935,1.4544,2.11529,1,4,0.234375,0.816071,0.714286,0.75,0.8,1,3,2.125,0,0,0.975506,0.951613,64,60,60,60,55,0
3,1.90625,0,0,0.856074,0.732863,22,10.4688,0,0,6.51541,42.4506,103,87,62,0.601942,18.0924,327.333,10,5.71875,0,0,2.99714,8.98286,17,15.25,13,0.764706,2.06155,4.25,68,21.25,5.71875,18.6223,18.6223,31.75,2.65625,29,21.25,16,0.551724,5.73731,32.9167,0,0,0,29,16,2.125,32,0,0,184,0,0,4,564,277444,1430,5464,62,1,0.596774,6,4.25,3,0.5,0.803219,0.645161,3,2.125,0,0,1.00803,1.01613,0.266831,0.339286,0.21501,0.313726,0.199301,0.125,5.33333,4.08235,2.59091,0.485795,1.45563,2.11885,0,0,0.476562,1,1,1,1,1,3,2.125,0,0,1.03954,1.08065,51,51,51,51,85,1
4,3.75,0,0,0.983739,0.967742,33,20.5312,0,0,7.60723,57.87,188,188,188,1,0,0,10,5.875,0,0,2.99192,8.95161,30,30,30,1,0,0,58,14.75,5.875,11.1786,9.92196,21.75,1.84375,15,14.75,14,0.933333,0.5,0.25,675,78,200,15,14,1.8125,32,27,28,189,42,64,4,750,286988,1655,5633,62,1,0.504032,5,3.625,2,0.4,0.751343,0.564516,3,1.8125,0,0,0.965117,0.931452,0.370556,0.333333,0.375556,0.333333,0.44,0.125,13.2,11.1167,10,0.757576,1.42062,2.01815,10.3846,65,0.9375,0.189828,0.181818,0.185185,0.2,0.192308,3,1.8125,0,0,0.859013,0.737903,117,52,96,74,59,0
4,2.84375,0,0,1.11034,1.23286,35,14.25,0,0,7.57756,57.4194,154,130.5,119,0.772727,16.0104,256.333,10,5.1875,0,0,3.44016,11.8347,27,22.75,20,0.740741,2.98608,8.91667,68,22.75,5.1875,18.9566,18.9566,34,2.84375,32,22.75,18,0.5625,6.39661,40.9167,20,14.5,20,32,18,2.125,32,20,20,167,12,12,4,640,229293,1578,4598,62,1,0.671371,6,4.25,3,0.5,0.879883,0.774194,3,2.125,0,0,0.941858,0.887097,0.230255,0.270335,0.16088,0.266667,0.22314,0.125,5.94737,5.13339,4.34375,0.730365,0.931792,0.868237,2.22222,9,0.710938,0.71428,0.714286,0.709677,0.727273,0.705882,3,2.125,0,0,0.870669,0.758065,65,56,56,56,91,1
4,1.90625,0,0,0.928383,0.861895,25,9.90625,0,0,7.2484,52.5393,75,63.5,53,0.706667,12.1518,147.667,10,4.09375,0,0,2.85521,8.15222,18,15.25,14,0.777778,1.89297,3.58333,68,17.75,4.09375,15.3826,15.3826,26.5,2.21875,23,17.75,16,0.695652,3.5,12.25,16.5,16.5,16.5,23,16,2.125,32,21,21,132,18,18,4,566,181761,1426,3661,62,1,0.600806,6,4.25,3,0.5,0.803219,0.645161,3,2.125,0,0,0.975506,0.951613,0.29948,0.24058,0.321429,0.330357,0.305556,0.125,5.5,4.55842,3.6087,0.656126,1.04041,1.08245,2.35714,7,0.476562,0.722222,0.722222,0.75,0.666667,0.75,3,2.125,0,0,0.941858,0.887097,56,49,49,49,71,0
1,0.9375,0,0,0.245935,0.060484,10,4.625,0,0,3.06647,9.40323,56,41.25,29,0.517857,11.8427,140.25,10,5.15625,0,0,2.91945,8.52319,10,7.5,5,0.5,2.08167,4.33333,58,12,5.15625,10.759,10.759,17.5,1.5,13,12,11,0.846154,1.1547,1.33333,20.5,8.5,20.5,13,11,1.8125,32,16,16,166,14,14,4,172,235973,803,4693,62,1,0.58871,5,3.625,2,0.4,0.751343,0.564516,3,1.8125,0,0,0.965117,0.931452,0.4309,0.476923,0.545455,0.345455,0.355769,0.125,3.81818,3.12587,2.38462,0.624542,0.925,0.855624,6.83333,3,0.234375,0.5,0.5,0.5,0.5,0.5,3,1.8125,0,0,0.859013,0.737903,55,52,55,52,48,0
1,0.9375,0,0,0.245935,0.060484,10,6.59375,0,0,2.97147,8.82964,71,45.25,13,0.183099,24.0607,578.917,10,5.65625,0,0,3.37552,11.3942,9,7.5,5,0.555556,1.73205,3,58,11.5,5.65625,9.96841,9.7967,17,1.4375,13,11.5,10,0.769231,1.29099,1.66667,98,34,35.5,13,10,1.8125,32,26,21,182,31,26,4,154,285009,741,5569,62,1,0.443548,5,3.625,2,0.4,0.751343,0.564516,3,1.8125,0,0,0.965117,0.931452,0.613028,0.68,0.613636,0.528846,0.62963,0.125,5.66667,4.55163,3.4,0.6,1.03557,1.0724,4.66667,21,0.234375,0.168056,0,0.25,0.2,0.222222,3,1.8125,0,0,0.965117,0.931452,66,45,57,57,46,0
1,0.9375,0,0,0.245935,0.060484,10,5.4375,0,0,3.01542,9.09274,53,42,33,0.622642,10.0333,100.667,10,5.25,0,0,2.88489,8.32258,9,7.5,5,0.555556,1.73205,3,68,18,5.25,16.4601,16.4601,26.5,2.25,23,18,15,0.652174,3.4641,12,0,0,0,23,15,2.125,32,0,0,169,0,0,4,166,233501,805,4676,62,1,0.637097,6,4.25,3,0.5,0.762001,0.580645,3,2.125,0,0,0.975506,0.951613,0.33831,0.408333,0.411765,0.286765,0.246377,0.125,3.26667,2.45925,2.05882,0.630252,0.55532,0.308381,0,0,0.234375,1,1,1,1,1,3,2.125,0,0,0.975506,0.951613,59,59,59,59,72,0
4,1.90625,0,0,1.02735,1.05544,21,9.84375,0,0,6.04878,36.5877,133,92,71,0.533835,27.9285,780,10,5.4375,0,0,3.12056,9.7379,22,15.25,13,0.590909,4.5,20.25,48,12.25,5.4375,9.70714,9.62857,18.25,1.53125,14,12.25,11,0.785714,1.25831,1.58333,114,27.5,86.5,14,11,1.5,32,26,26,175,35,33,4,850,258142,1808,5087,62,1,0.397177,4,3,2,0.5,0.842423,0.709677,3,1.5,0,0,0.842423,0.709677,0.427781,0.353896,0.455128,0.461538,0.440559,0.125,7.78571,6.35741,5.72727,0.735613,1.18685,1.4086,5.7,20,0.476562,0.223611,0.222222,0.222222,0.25,0.2,3,1.5,0,0,0.842423,0.709677,76,56,66,64,49,0
4,2.84375,0,0,1.0809,1.16835,29,16.3438,0,0,7.01891,49.2651,168,139.75,110,0.654762,24.9316,621.583,10,5.65625,0,0,3.229,10.4264,27,22.75,19,0.703704,3.5,12.25,48,37.75,5.65625,33.331,33.331,56.5,4.71875,46,37.75,25,0.543478,9.10586,82.9167,0,0,0,46,25,1.5,32,0,0,182,0,0,4,1212,279519,2436,5469,62,1,0.383065,4,3,2,0.5,0.718421,0.516129,3,1.5,0,0,0.803219,0.645161,0.161547,0.139254,0.173469,0.110306,0.223158,0.125,4.24,3.55081,2.97826,0.70242,1.03498,1.07118,0,0,0.710938,1,1,1,1,1,3,1.5,0,0,0.803219,0.645161,57,57,57,57,151,0
4,2.84375,0,0,1.11034,1.23286,27,15.6562,0,0,7.89287,62.2974,170,149.25,125,0.735294,20.5487,422.25,10,6.03125,0,0,3.4964,12.2248,26,22.75,20,0.769231,3.20156,10.25,48,14.5,6.03125,11.3866,10.5786,21.5,1.8125,15,14.5,14,0.933333,0.57735,0.333333,431.5,94.5,118,15,14,1.5,32,27,28,194,40,52,4,886,294885,1838,5775,62,1,0.425403,4,3,2,0.5,0.842423,0.709677,3,1.5,0,0,0.842423,0.709677,0.376117,0.373333,0.402564,0.392857,0.335714,0.125,10.4667,8.59286,6.71429,0.641492,1.94986,3.80197,7.99074,54,0.710938,0.202012,0.192308,0.185185,0.222222,0.208333,3,1.5,0,0,0.803219,0.645161,108,54,76,73,58,0
4,3.75,0,0,0.983739,0.967742,31,20.7812,0,0,7.49509,56.1764,143,143,143,1,0,0,10,4.46875,0,0,3.10031,9.6119,30,30,30,1,0,0,68,14.25,4.46875,9.66319,9.34549,21,1.78125,15,14.25,13,0.866667,0.957427,0.916667,255,63,163.5,15,13,2.125,32,28,26,144,38,44,4,522,177790,1345,3650,62,1,0.65121,6,4.25,2,0.333333,0.879883,0.774194,3,2.125,0,0,0.941858,0.887097,0.388666,0.307143,0.422222,0.402222,0.423077,0.125,12.6923,11.66,9.21429,0.725974,1.57293,2.47411,5.79545,44,0.9375,0.196085,0.190476,0.2,0.217391,0.176471,3,2.125,0,0,0.975506,0.951613,109,65,69,65,57,0
1,0.9375,0,0,0.245935,0.060484,10,5.1875,0,0,2.96689,8.80242,50,41.5,33,0.66,7.85281,61.6667,10,5.1875,0,0,3.40244,11.5766,9,7.5,5,0.555556,1.73205,3,58,16.25,5.1875,14.9341,14.9341,24.25,2.03125,19,16.25,14,0.736842,2.62996,6.91667,0,0,0,19,14,1.8125,32,0,0,167,0,0,4,234,253083,901,4978,62,1,0.46371,5,3.625,2,0.4,0.832796,0.693548,3,1.8125,0,0,0.965117,0.931452,0.364147,0.347222,0.442857,0.175439,0.491071,0.125,3.92857,2.6249,1.57895,0.401914,1.08964,1.18733,0,0,0.234375,1,1,1,1,1,3,1.8125,0,0,0.895779,0.802419,43,43,43,43,65,0
3,1.90625,0,0,0.892961,0.797379,24,10.1875,0,0,6.75105,45.5766,91,78.25,72,0.791209,8.77022,76.9167,9,4.5625,0,0,2.73493,7.47984,18,15.25,14,0.777778,1.89297,3.58333,58,19.5,4.5625,16.75,16.75,29,2.4375,28,19.5,12,0.428571,6.75771,45.6667,33.5,33.5,33.5,28,12,1.8125,32,18,18,147,12,12,4,724,215151,1670,4266,62,1,0.514113,6,3.625,2,0.333333,0.870669,0.758065,3,1.8125,0,0,0.895779,0.802419,0.274942,0.272109,0.238095,0.309804,0.279762,0.125,4.64706,4.16474,3.80952,0.819771,0.960472,0.922507,8.375,4,0.476562,0.716905,0.733333,0.72,0.7,0.714286,3,1.8125,0,0,0.931094,0.866935,50,46,46,46,78,1
4,2.84375,0,0,0.987319,0.974798,29,15.4688,0,0,7.16616,51.3538,141,131.75,117,0.829787,10.5,110.25,10,5.3125,0,0,3.21727,10.3508,24,22.75,21,0.875,1.25831,1.58333,48,54.75,5.3125,50.5716,50.5716,81.75,6.84375,63,54.75,38,0.603175,11.7863,138.917,0,0,0,63,38,1.5,32,0,0,171,0,0,4,1264,276505,2514,5370,62,1,0.360887,4,3,2,0.5,0.879883,0.774194,3,1.5,0,0,0.879883,0.774194,0.103614,0.088538,0.085317,0.145363,0.095238,0.125,3.05263,2.33177,2.03636,0.667085,0.508838,0.258916,0,0,0.710938,1,1,1,1,1,3,1.5,0,0,0.842423,0.709677,35,35,35,35,219,1
4,3.75,0,0,0.983739,0.967742,36,21.3438,0,0,8.18972,67.0716,182,182,182,1,0,0,10,5.6875,0,0,3.22728,10.4153,30,30,30,1,0,0,48,15.25,5.6875,11.4057,9.83197,22.75,1.90625,16,15.25,14,0.875,0.957427,0.916667,767.5,103,191.5,16,14,1.5,32,29,29,183,45,63,4,822,278329,1729,5454,62,1,0.433468,4,3,2,0.5,0.803219,0.645161,3,1.5,0,0,0.879883,0.774194,0.374201,0.348889,0.416667,0.375,0.35625,0.125,12.5,11.226,10.4667,0.837333,1.104,1.21882,10.0987,76,0.9375,0.198189,0.217391,0.181818,0.2,0.193548,3,1.5,0,0,0.762001,0.580645,124,48,89,77,61,0
1,0.9375,0,0,0.245935,0.060484,10,4.71875,0,0,2.98636,8.91835,48,37.25,23,0.479167,10.5317,110.917,10,4.65625,0,0,2.84672,8.10383,9,7.5,5,0.555556,1.91485,3.66667,48,10.25,4.65625,9.11833,9.11333,15,1.28125,12,10.25,9,0.75,1.5,2.25,26,7.5,24.5,12,9,1.5,32,24,23,150,20,21,4,212,231345,843,4535,62,1,0.415323,5,3,2,0.4,0.842423,0.709677,3,1.5,0,0,0.842423,0.709677,0.493651,0.555556,0.466667,0.507937,0.444444,0.125,5,3.72222,2.33333,0.466667,1.31625,1.73251,1.52941,17,0.234375,0.1625,0.2,0.2,0.25,0,3,1.5,0,0,0.803219,0.645161,54,37,45,37,41,0
4,3.75,0,0,0.983739,0.967742,29,20.9375,0,0,6.83887,46.7702,159,159,159,1,0,0,10,4.96875,0,0,2.74137,7.51512,30,30,30,1,0,0,48,39.25,4.96875,33.7656,33.7656,58.5,4.90625,44,39.25,33,0.75,5.18813,26.9167,0,0,0,44,33,1.5,32,0,0,160,0,0,4,1216,239819,2471,4719,62,1,0.387097,4,3,2,0.5,0.762001,0.580645,3,1.5,0,0,0.803219,0.645161,0.142907,0.147748,0.139535,0.134848,0.149495,0.125,4.48485,4.2872,4.04545,0.902027,0.331624,0.109975,0,0,0.9375,1,1,1,1,1,3,1.5,0,0,0.842423,0.709677,51,51,51,51,157,1
4,1.90625,0,0,0.962503,0.926411,21,10,0,0,5.86955,34.4516,103,83.25,62,0.601942,17.2506,297.583,10,5.4375,0,0,3.24224,10.5121,18,15.25,13,0.722222,2.21736,4.91667,58,15.5,5.4375,13.1786,13.1786,23,1.9375,18,15.5,14,0.777778,1.73205,3,26,17.5,26,18,14,1.8125,32,16,16,175,16,16,4,674,245027,1584,4882,62,1,0.506048,5,3.625,2,0.4,0.832796,0.693548,3,1.8125,0,0,0.965117,0.931452,0.338534,0.342857,0.320988,0.316667,0.373626,0.125,5.77778,5.1254,4.8,0.830769,0.924569,0.854828,13,2,0.476562,0.54311,0.545455,0.5,0.555556,0.571429,3,1.8125,0,0,0.859013,0.737903,63,61,61,61,62,1
4,2.84375,0,0,1.11034,1.23286,36,16,0,0,8.06026,64.9677,129,119.75,112,0.868217,8.53913,72.9167,10,4.78125,0,0,2.85944,8.17641,24,22.75,21,0.875,1.5,2.25,68,27,4.78125,22.6364,22.6364,40.25,3.375,34,27,21,0.617647,5.35413,28.6667,0,0,0,34,21,2.125,32,0,0,154,0,0,4,784,220668,1794,4398,62,1,0.59879,5,4.25,3,0.6,0.567962,0.322581,3,2.125,0,0,1.00803,1.01613,0.209525,0.229025,0.193627,0.20216,0.213287,0.125,4.85185,4.75019,4.64706,0.957791,0.86624,0.750372,0,0,0.710938,1,1,1,1,1,3,2.125,0,0,0.870669,0.758065,49,49,49,49,108,0
4,1.90625,0,0,1.02735,1.05544,27,9.6875,0,0,6.55221,42.9314,110,88,62,0.563636,22.0303,485.333,10,4.96875,0,0,2.76481,7.64415,18,15.25,13,0.722222,2.62996,6.91667,58,12.25,4.96875,9.99687,9.725,18.25,1.53125,16,12.25,9,0.5625,2.87228,8.25,177.5,43,90.5,16,9,1.8125,32,22,21,160,25,32,4,568,225484,1388,4494,62,1,0.582661,6,3.625,2,0.333333,0.975506,0.951613,3,1.8125,0,0,0.965117,0.931452,0.416997,0.487179,0.375,0.401961,0.403846,0.125,6.83333,6.29167,5.25,0.768293,0.800752,0.641204,5.54688,32,0.476562,0.204294,0.142857,0.193548,0.230769,0.25,3,1.8125,0,0,0.931094,0.866935,84,52,64,56,49,0
4,1.90625,0,0,0.962503,0.926411,28,10,0,0,7.08474,50.1936,100,80.25,59,0.59,21.2505,451.583,10,4.84375,0,0,3.24395,10.5232,19,15.25,12,0.631579,2.98608,8.91667,48,22.25,4.84375,19.399,19.399,33.25,2.78125,25,22.25,18,0.72,3.0957,9.58333,0,0,0,25,18,1.5,32,0,0,156,0,0,4,900,231525,1938,4565,62,1,0.40121,4,3,2,0.5,0.879883,0.774194,3,1.5,0,0,0.879883,0.774194,0.244978,0.1875,0.314394,0.230994,0.247024,0.125,4.38889,3.65499,3,0.683544,0.684606,0.468686,0,0,0.476562,1,1,1,1,1,3,1.5,0,0,0.842423,0.709677,51,51,51,51,89,0
